"concept_id","recommended_unit_concept_id"
3036607,9073
3036614,8554
3036616,8525
3036649,8907
3036653,8554
3036662,8810
3036669,8554
3036670,8636
3036780,8810
3036809,8749
3036834,8810
3036835,8554
3036887,8748
3036895,8753
3036908,8810
3036949,8810
3036960,8810
3036987,8748
3037039,8636
3037072,8751
3037081,8923
3037117,8810
3037121,8636
3037123,8751
3037130,8810
3037174,8842
3037201,8554
3037279,9073
3037297,8810
3037310,8845
3037381,8810
3037384,8554
3037411,8736
3037413,8751
3037436,9073
3037459,8749
3037475,8810
3037492,9100
3037512,8810
3037515,8810
3037528,8980
3037533,8554
3037551,8980
3037556,8751
3037563,8842
3037574,9073
3037594,8810
3037659,8842
3037670,8980
3037684,8749
3037739,8736
3037745,8842
3037806,9073
3037831,8810
3037945,8554
3038026,8980
3038044,8810
3038079,8810
3038080,8749
3038085,8525
3038102,8555
3038120,8810
3038136,8923
3038156,8980
3038180,9073
3038205,8810
3038355,8751
3038434,8753
3038596,8525
3038624,8923
3038628,8554
3038650,8751
3038714,8525
3038769,8980
3038792,8980
3038981,8525
3038988,8753
3038999,8482
3039000,8753
3039023,8810
3039041,8525
3039077,8980
3039162,8980
3039172,8554
3039183,8985
3039199,8748
3039340,9260
3039356,8749
3039361,8554
3039404,8554
3039422,8753
3039426,8554
3039429,8736
3039542,44777627
3039578,8736
3039628,8906
3039740,8636
3039741,8842
3039753,8751
3039914,8525
3039986,8554
3040135,8482
3040168,9444
3040200,8980
3040209,8749
3040234,8980
3040349,8842
3040526,8729
3040617,8525
3040677,9073
3040721,8753
3040794,8749
3040796,8525
3040820,8636
3040926,8525
3040944,8525
3040958,8980
3040977,8554
3041104,8525
3041114,8736
3041253,8554
3041290,8876
3041326,8554
3041375,8554
3041389,8525
3041449,8842
3041684,8525
3041724,8749
3041845,8810
3041930,8753
3041942,8980
3041998,8525
3042091,8985
3042267,8636
3042272,8554
3042273,8751
3042375,9444
3042377,8554
3042382,8748
3042393,8554
3042408,8980
3042419,8751
3042443,8636
3042462,8876
3042469,8753
3042505,8748
3042602,8753
3042628,8736
3042665,8980
3042675,8554
3042698,8980
3042829,8751
3042946,8736
3042951,8636
3042973,8736
3043111,8583
3043176,8554
3043196,8980
3043355,8980
3043359,8980
3043414,8736
3043430,8845
3043636,8842
3043684,8845
3043723,8636
3043736,8842
3043747,8636
3043804,8525
3043849,8985
3043889,8554
3043907,8799
3043990,8842
3044009,8555
3044011,8749
3044022,8736
3044028,8749
3044042,8810
3044175,8753
3044216,8842
3044217,8525
3044281,8736
3044284,8525
3044289,9612
3044319,8749
3044331,8753
3044338,8525
3044348,44777619
3044355,8980
3044458,9612
3044590,8749
3044591,8810
3044597,9073
3044598,8810
3044607,8525
3044613,8525
3044621,8525
3044623,8749
3044625,8736
3044726,8736
3044833,8842
3044894,8751
3044901,8751
3044924,8810
3044944,8842
3044949,9260
3045001,8523
3045156,8876
3045157,8845
3045177,8749
3045179,8810
3045186,8525
3045191,8736
3045198,8525
3045286,8636
3045305,8980
3045317,9612
3045440,8980
3045462,32702
3045480,8525
3045496,8525
3045504,8749
3045517,8525
3045630,8736
3045685,8751
3045692,8753
3045699,8845
3045710,8751
3045716,8753
3045759,8736
3045781,8845
3045786,8842
3045792,8980
3045899,8980
3045958,8842
3046000,8554
3046034,8985
3046168,8842
3046171,8980
3046175,8980
3046213,8980
3046224,8736
3046279,8748
3046299,8636
3046535,8736
3046538,8980
3046594,8845
3046858,8748
3046859,8554
3046865,9073
3046904,44777578
3046948,8523
3047042,9257
3047048,8554
3047107,8751
3047110,8554
3047148,8795
3047169,8751
3047181,8753
3047194,8525
3047271,8525
3047296,8980
3047826,8842
3048139,8554
3048234,8736
3048401,8799
3048411,8554
3048519,9040
3048689,8720
3048757,8554
3048838,9612
3048840,8842
3048853,8554
3048861,8736
3048894,8985
3049142,8736
3049149,8845
3049164,9040
3049167,8842
3049183,8748
3049266,8554
3049398,8980
3049415,8525
3049457,8842
3049493,9040
3049536,8842
3049591,8842
3049688,8525
3049714,8842
3049738,8980
3049775,8842
3049793,8751
3049799,8729
3049804,8980
3049807,8525
3049858,8583
3049877,8842
3049954,8554
3050048,8525
3050068,8753
3050079,8799
3050094,8842
3050100,8736
3050218,8751
3050264,8554
3050351,8842
3050388,8980
3050435,8842
3050448,8807
3050450,8751
3050701,8842
3050729,8636
3050749,8980
3050921,8554
3051067,9040
3051255,8980
3051361,8845
3051384,8736
3051409,9074
3051420,8554
3051659,8736
3051669,8980
3051671,8748
3051688,8842
3051705,8554
3051708,9040
3051748,8525
3051935,8923
3052011,9040
3052019,8555
3052074,8554
3052143,8554
3052318,8751
3052343,8845
3052385,9073
3052507,8751
3052539,8980
3052615,8909
3052624,9073
3052636,8525
3052648,8748
3052661,8554
3052669,8525
3052708,8554
3052716,8748
3052820,8751
3052881,8980
3052884,8525
3052952,9040
3052964,8636
3052968,8555
3053209,8523
3053258,8842
3053321,44777646
3964605,8985
3964974,8810
3965246,8985
3965947,8751
21490956,9073
21491257,8810
21491378,8842
21491414,8753
21491415,8753
21491418,8753
21491419,8753
21491421,8753
21491423,8753
21491863,8554
21491864,9040
21491865,8554
21491979,9040
21491980,8554
21492311,8810
21492329,8554
21492864,8799
21493134,8749
21493245,8842
21493252,8842
21493395,8751
21493522,8751
21493539,8554
21494261,8810
21494262,8810
21494263,8810
21494264,8810
21494484,9073
36031442,9260
36031674,8980
36032287,9260
36032395,8810
36203189,8980
36203190,8980
36203356,8985
36204237,8799
36204238,8799
36303365,8859
36303395,8980
36303687,8980
36303722,8859
36303771,8810
36304315,8842
36304336,8636
36304486,8842
36304617,8859
36304805,8842
36304905,8554
36305036,8842
36305075,8859
36305253,8859
36305790,8859
36305802,8980
36305882,8842
36306059,8980
36306063,8842
36306084,8751
36306105,8845
36306154,8980
36659704,8980
36659778,8749
36660066,8985
36660500,8980
40757349,8554
40757467,8749
40757476,8749
40757484,8636
40757485,8636
40757490,8753
40757500,8753
40757533,8842
40758039,8810
40758041,8810
40758310,8729
40758450,8525
40758451,8525
40758452,8525
40758453,8525
40758454,8525
40758455,8525
40758456,8525
40758457,8525
40758458,8525
40758459,8525
40758460,8525
40758461,8525
40758462,8525
40758463,8525
40758464,8525
40758465,8525
40758466,8525
40758468,8525
40758469,8525
40758470,8525
40758726,8525
40758979,8729
40758996,8749
40759035,8751
40759036,8751
40759039,8748
40759040,8736
40759093,8753
40759268,8980
40759275,8554
40759598,8985
40759656,8985
40759659,8980
40759660,8980
40759661,8980
40759663,8980
40759664,8980
40759665,8980
40759666,8980
40759669,8980
40759715,8810
40759716,8810
40759717,8810
40759756,8980
40759806,8525
40759822,8810
40759837,8980
40760001,8810
40760043,8525
40760044,8554
40760109,8554
40760492,9612
40760496,8842
40760522,8980
40760523,8980
40760524,8980
40760528,8923
40760555,8554
40760556,8554
40760557,8554
40760612,8736
40760614,8736
40760708,8845
40760771,8980
40760773,8923
40760848,8980
40760947,8555
40760948,8555
40760953,8751
40760993,8810
40761012,8525
40761060,8842
40761067,8842
40761519,8751
40761520,8751
40761521,8751
40761642,8729
40761643,8729
40761703,8729
40761704,8729
40761715,8729
40761716,8729
40761768,8748
40761769,8736
40761774,8748
40761775,8736
40761846,8810
40761847,8810
40761848,8810
40761866,8810
40761867,8810
40761868,8810
40761869,8810
40761870,8810
40761871,8810
40761872,8810
40761873,8810
40761898,8810
40762054,8980
40762055,8980
40762056,8980
40762057,8980
40762058,8980
40762059,8980
40762060,8980
40762070,8980
40762071,8980
40762072,8980
40762073,8980
40762074,8810
40762077,8810
40762079,8810
40762126,8980
40762127,8980
40762241,8753
40762271,8729
40762352,9579
40762388,8751
40762431,8751
40762482,8810
40762484,8525
40762485,8980
40762486,8810
40762532,8751
40762533,8753
40762626,8985
40762890,8541
40762891,8541
40762898,8842
40763016,8842
40763083,8923
40763084,8923
40763099,8842
40763293,8810
40763295,8810
40763476,8810
40763528,9444
40763947,8554
40763948,8554
40763990,8810
40764997,8736
40764999,9117
40765040,8842
40765206,8985
40765969,8985
40766017,8980
40766048,8980
40766061,8980
40766167,8810
40766183,8980
40766186,8810
40766187,8810
40766188,8810
40766189,8980
40766193,8810
40766203,8810
40766206,8810
40766207,8810
40766212,8842
40766274,8980
40766278,8554
40766283,8923
40766800,8980
40767659,8810
40767660,8810
40767661,8810
40767663,8810
40767665,8810
40767666,8810
40767669,8810
40767672,8810
40767673,8810
40767674,8810
40767675,8810
40767676,8810
40768453,8810
40768460,8810
40768463,8810
40768466,8810
40768467,8810
40768468,8810
40768470,8810
40768471,8810
40768472,8810
40769113,8810
40769154,8554
40769155,8554
40769157,8554
40769374,8810
40769377,8810
40769396,8523
40769783,8845
40770416,8554
40770918,8554
40770983,8554
40770984,9444
40770989,9444
40770990,8554
40770994,9444
40770999,8554
40771000,9444
40771005,8554
40771006,9444
40771010,8554
40771011,9444
40771013,8554
40771014,9444
40771019,8554
40771020,9444
40771021,9444
40771022,8734
40771025,8736
40771461,8523
40771478,8736
40771875,8985
42528611,8842
42528612,8859
42528614,8842
42528615,8859
42528717,8810
42528750,8810
42528783,8810
42529185,8753
42529419,8845
42868450,8985
42868519,8554
42868604,8980
42869452,8554
42869527,8980
42869529,8980
42869531,8980
42869649,8907
42870364,8725
42870365,8751
42870499,8554
42870531,8810
42870533,8554
42870632,8842
43054995,8554
43055045,8749
43055046,8749
43055117,8736
43055120,8985
43055224,8842
43055501,8751
43055505,8748
43055510,8748
43533704,8751
43533709,8751
43533744,8810
43533745,8810
43533746,8810
43533850,8751
43533904,8749
43534008,8842
44786763,8980
44786869,8842
44786872,8842
44786875,8842
44786920,9278
44786921,9278
44786922,9278
44786923,9278
44787063,8985
44787069,8554
44787072,8554
44787127,8749
44816582,8753
44816586,8753
44816746,8799
44816763,8842
44816764,8842
44816832,8842
44816844,9040
44817041,8736
46234831,8554
46234850,8554
46234967,8564
46235125,8523
46235126,8555
46235190,8980
46235736,8845
46235799,8555
46235833,8554
46236053,8748
46236952,9117
